"id","newspaper","city","state","circulation","date","e2016","e2012","link","lat","lng","combo","blurb"
193,"El Diario La Prensa","New York","New York",29339,"October 19","Hillary Clinton","","http://eldiariony.com/2016/10/17/el-diario-endorses-hillary-clinton-for-president-of-the-united-states/",40.7127837,-74.0059413,"El Diario La Prensa/New York",""
194,"Boston Herald","Boston","Massachusetts",96403,"October 20","No endorsement","Mitt Romney","http://www.bostonherald.com/opinion/editorials/2016/10/none_of_the_above_for_president",42.3467759,-71.0652931,"Boston Herald/Boston",""
195,"Fort Worth Star-Telegram","Fort Worth","Texas",268244,"October 21","Not Donald Trump","Mitt Romney","http://www.star-telegram.com/opinion/editorials/article109599257.html",32.7554883,-97.3307658,"Fort Worth Star-Telegram/Fort Worth",""
196,"The Philadelphia Inquirer","Philadelphia","Pennsylvania",497142,"October 21","Hillary Clinton","Barack Obama","http://www.philly.com/philly/opinion/Inquirer-Editorial-Clinton-easily-the-best-candidate-for-president.html",39.9525839,-75.1652215,"The Philadelphia Inquirer/Philadelphia",""
197,"Newsday","Melville","New York",510683,"October 21","Hillary Clinton","Mitt Romney","http://www.newsday.com/opinion/editorial/hillary-clinton-should-be-our-next-president-1.12483084",40.762572,-73.403686,"Newsday/Melville",""
198,"Poughkeepsie Journal","Poughkeepsie","New York",26984,"October 21","Hillary Clinton","Barack Obama","http://www.poughkeepsiejournal.com/story/opinion/editorials/2016/10/21/countrys-sake-clinton-default/92483662/",41.7003713,-73.9209701,"Poughkeepsie Journal/Poughkeepsie",""
199,"San Jose Mercury News","San Jose","California",634001,"October 21","Hillary Clinton","Barack Obama","http://www.mercurynews.com/2016/10/21/editorial-hillary-clinton-for-president/",37.3382082,-121.8863286,"San Jose Mercury News/San Jose",""
200,"East Oregonian","Pendleton","Oregon",7000,"October 21","Hillary Clinton","Barack Obama","http://www.eastoregonian.com/eo/editorials/20161021/our-view-clinton-the-only-choice-for-president",45.672075,-118.7885967,"East Oregonian/Pendleton",""
201,"Dixon Telegraph and Sterling Daily Gazette","Sterling","Illinois",21399,"October 21","No endorsement","","http://www.saukvalley.com/2016/10/21/what-we-think-no-endorsement-for-unpresidential-hopefuls/at8jzjw/",41.788642,-89.6962194,"Dixon Telegraph and Sterling Daily Gazette/Sterling",""
202,"The Herald-Dispatch","Huntington","West Virginia",35552,"October 21","No endorsement","Mitt Romney","http://www.herald-dispatch.com/opinion/editorial-america-deserves-better-in-presidential-race/article_521fa9c5-7cf3-5e3e-b6f4-969d3973c53a.html",38.4192496,-82.445154,"The Herald-Dispatch/Huntington",""
203,"The Sentinel","Carlisle","Pennsylvania",13828,"October 21","No endorsement","","http://cumberlink.com/news/opinion/columnists/gary_adkisson/adkisson-to-endorse-or-not-to-endorse/article_9dfb68e4-bdd4-5ff9-9c54-14856954f2fd.html",40.1731834,-77.1516489,"The Sentinel/Carlisle","That is not to say that neither has an appeal, they do. But their negatives are so great they simply outweigh the positives."
204,"The Times-Gazette","Hillsboro","Ohio",4300,"October 21","Donald Trump","","http://timesgazette.com/opinion/11004/our-view-endorsements",39.2022866,-83.611587,"The Times-Gazette/Hillsboro",""
205,"East Bay Times","Walnut Creek","California",525000,"October 21","Hillary Clinton","Barack Obama","http://www.eastbaytimes.com/2016/10/21/editorial-hillary-clinton-for-president/",37.924175,-122.028358,"East Bay Times/Walnut Creek",""
206,"Iowa City Press-Citizen","Iowa City","Iowa",9939,"October 22","Hillary Clinton","Mitt Romney","http://www.press-citizen.com/story/opinion/editorials/our-view/2016/10/22/endorsement-clinton-best-and-only-choice/92530498/",41.6611277,-91.5301683,"Iowa City Press-Citizen/Iowa City",""
207,"Daily Herald","Arlington Heights","Illinois",102293,"October 22","Hillary Clinton","Mitt Romney","http://www.dailyherald.com/article/20161022/discuss/161029666/",42.0883603,-87.9806265,"Daily Herald/Arlington Heights",""
208,"The News Tribune","Tacoma","Washington",116026,"October 22","Hillary Clinton","Barack Obama","http://www.thenewstribune.com/opinion/article109667622.html",47.2528768,-122.4442906,"The News Tribune/Tacoma","But in the final reckoning, Clinton’s problems are a mere sideshow compared to Trump’s three-ring circus."
209,"Star Tribune","Minneapolis","Minnesota",589725,"October 22","Hillary Clinton","Barack Obama","http://www.startribune.com/star-tribune-editorial-board-endorsement-hillary-clinton-for-president/397983561/",44.977753,-93.2650108,"Star Tribune/Minneapolis","A vote for Hillary Clinton is a historic choice for a woman who is fiercely committed to using government as a force for good, who is capable of working to strike a pragmatic balance among competing interests and who brings a lifetime of experience to one of the toughest jobs the world has to offer."
210,"Rockford Register Star","Rockford","Illinois",61879,"October 22","Hillary Clinton","Barack Obama","http://www.rrstar.com/opinion/20161022/our-view-choosing-in-year-of-unpleasant-choices",42.2711311,-89.0939952,"Rockford Register Star/Rockford",""
211,"The Sun","Lowell","Massachusetts",42000,"October 22","No endorsement","Mitt Romney","http://www.lowellsun.com/breakingnews/ci_30496810/editorial-why-we-cant-endorse-donald-trump-or",42.641947,-71.316812,"The Sun/Lowell",""
212,"The State Journal-Register","Springfield","Illinois",49046,"October 22","Hillary Clinton","No endorsement","http://www.sj-r.com/opinion/20161022/our-opinion-with-poor-choices-clinton-gets-nod-for-president",39.7817213,-89.6501481,"The State Journal-Register/Springfield",""
213,"Las Vegas Review-Journal","Las Vegas","Nevada",203736,"October 22","Donald Trump","Mitt Romney","http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president",36.1699412,-115.1398296,"Las Vegas Review-Journal/Las Vegas","Mr. Trump represents neither the danger his critics claim nor the magic elixir many of his supporters crave. But he promises to be a source of disruption and discomfort to the privileged, back-scratching political elites for whom the nation’s strength and solvency have become subservient to power’s pursuit and preservation."
214,"The Bulletin","Norwich","Connecticut",17801,"October 22","Hillary Clinton","Mitt Romney","http://www.norwichbulletin.com/opinion/20161022/our-view-clinton-has-experience-knowledge-to-lead-country",41.5242649,-72.0759105,"The Bulletin/Norwich",""
215,"The Bradenton Herald","Bradenton","Florida",32855,"October 22","No endorsement","No endorsement","http://www.bradenton.com/opinion/editorials/article109681092.html",27.4989278,-82.5748194,"The Bradenton Herald/Bradenton",""
216,"Tiffin Advertiser-Tribune","Tiffin","Ohio",9200,"October 23","Not Hillary Clinton","","http://www.advertiser-tribune.com/opinions/editorials/2016/10/eager-for-change-dont-vote-for-clinton/",41.1144992,-83.1779746,"Tiffin Advertiser-Tribune/Tiffin",""
217,"Lincoln Journal Star","Lincoln","Nebraska",59089,"October 23","Hillary Clinton","Barack Obama","http://journalstar.com/news/opinion/editorial/editorial-clinton-is-best-choice-for-president/article_ef553e76-722a-5f57-8334-b564132ba125.html",40.8257625,-96.6851982,"Lincoln Journal Star/Lincoln",""
218,"News & Record","Greensboro","North Carolina",170000,"October 23","Hillary Clinton","","http://www.greensboro.com/opinion/n_and_r_editorials/our-opinion-clinton-for-president/article_21eb0ff6-9337-5b5f-8c6c-6d90c5009505.html",36.0726354,-79.7919754,"News & Record/Greensboro",""
219,"Quad-City Times","Davenport","Iowa",47308,"October 23","Hillary Clinton","Mitt Romney","http://qctimes.com/news/opinion/editorial/presidential-endorsement-clinton-is-the-only-option-for-president/article_a96033fe-8c7b-5e69-8968-4fa3a2afbff1.html",41.5236437,-90.5776367,"Quad-City Times/Davenport",""
220,"The Decatur Daily","Decatur","Alabama",24807,"October 23","Hillary Clinton","Barack Obama","http://www.decaturdaily.com/opinion/editorials/clinton-is-the-better-choice/article_e3a48580-ceae-5f6a-b9d7-d58512f7a41a.html",34.6059253,-86.9833417,"The Decatur Daily/Decatur",""
221,"Carroll County Times","Westminster","Maryland",27171,"October 23","No endorsement","","http://www.carrollcountytimes.com/opinion/editorials/ph-cc-editorial-102316-20161023-story.html",39.5753791,-76.9958149,"Carroll County Times/Westminster",""
222,"Cape Cod Times","Hyannis","Massachusetts",37627,"October 23","Hillary Clinton","Mitt Romney","http://www.capecodtimes.com/opinion/20161023/clinton-for-president?rssfeed=true",41.6524911,-70.2881124,"Cape Cod Times/Hyannis",""
223,"The Southern Illinoisan","Carbondale","Illinois",26958,"October 23","Hillary Clinton","Mitt Romney","http://thesouthern.com/news/opinion/voice-of-the-southern/voice-of-the-southern-clinton-best-choice-for-president/article_7456bbd0-0778-537b-8501-4e1ebc7376f4.html",37.7272727,-89.2167501,"The Southern Illinoisan/Carbondale",""
224,"The Daily News","Galveston","Texas",24331,"October 23","Hillary Clinton","Mitt Romney","http://www.galvnews.com/opinion/editorials/article_7abbc9d0-00ba-570a-b9ed-90c579cf2f60.html",29.3013479,-94.7976958,"The Daily News/Galveston",""
225,"The Scranton Times-Tribune","Scranton","Pennsylvania",63351,"October 23","Hillary Clinton","Barack Obama","http://thetimes-tribune.com/opinion/hillary-clinton-for-president-1.2107535",41.408969,-75.6624122,"The Scranton Times-Tribune/Scranton",""
226,"The Citizens' Voice","Wilkes-Barre","Pennsylvania",29575,"October 23","Hillary Clinton","Barack Obama","http://citizensvoice.com/opinion/we-endorse-hillary-cliniton-for-president-1.2107542",41.2459149,-75.8813075,"The Citizens' Voice/Wilkes-Barre",""
227,"The Waterloo-Cedar Falls Courier","Waterloo","Iowa",39088,"October 23","No endorsement","Mitt Romney","http://wcfcourier.com/news/opinion/editorial/we-don-t-endorse-but-we-do-worry/article_260640ef-259a-5f06-93f8-ae699e9ff2c6.html",42.5083525,-92.3725204,"The Waterloo-Cedar Falls Courier/Waterloo",""
228,"The Star-Ledger","Newark","New Jersey",289882,"October 23","Hillary Clinton","Barack Obama","http://www.nj.com/opinion/index.ssf/2016/10/clinton_for_president_why_we_need_a_landslide_edit.html",40.731241,-74.1789668,"The Star-Ledger/Newark",""
229,"Globe Gazette","Mason City","Iowa",15894,"October 23","Hillary Clinton","","http://globegazette.com/news/opinion/editorial/globe-gazette-editorial-hillary-clinton-is-best-option-for-president/article_5b9c1879-5106-515a-b0b2-54f88ebf6c39.html",43.1535728,-93.2010367,"Globe Gazette/Mason City",""
230,"The Beaumont Enterprise","Beaumont","Texas",110722,"October 23","Hillary Clinton","Mitt Romney","http://www.beaumontenterprise.com/opinions/editorials/article/EDITORIAL-Hillary-Clinton-is-the-least-10059800.php",30.080174,-94.1265562,"The Beaumont Enterprise/Beaumont",""
231,"West Central Tribune","Willmar","Minnesota",10723,"October 23","No endorsement","Mitt Romney","http://www.wctrib.com/opinion/editorials/4143017-fcc-endorsement-time-president-none-above",45.1223711,-95.048659,"West Central Tribune/Willmar",""
232,"The Dickinson Press","Dickinson","North Dakota",5758,"October 23","No endorsement","Mitt Romney","http://www.thedickinsonpress.com/opinion/editorials/4142001-our-view-time-president-none-above",46.8791756,-102.7896242,"The Dickinson Press/Dickinson",""
233,"The Forum of Fargo-Moorhead","Fargo","North Dakota",51106,"October 23","No endorsement","Mitt Romney","http://www.inforum.com/opinion/editorials/4141471-forum-editorial-time-none-above",46.8771863,-96.7898034,"The Forum of Fargo-Moorhead/Fargo",""
234,"Grand Forks Herald","Grand Forks","North Dakota",21324,"October 23","No endorsement","Mitt Romney","http://www.grandforksherald.com/news/4143026-forum-communications-endorsement-president-none-above",47.9252568,-97.0328547,"Grand Forks Herald/Grand Forks",""
235,"Sentinel & Enterprise","Fitchburg","Massachusetts",16393,"October 23","No endorsement","Mitt Romney","http://www.sentinelandenterprise.com/editorial/ci_30498565/editorial-neither-why-we-cant-endorse-donald-trump",42.5834228,-71.8022955,"Sentinel & Enterprise/Fitchburg",""
236,"Duluth News Tribune","Duluth","Minnesota",31534,"October 23","No endorsement","Mitt Romney","http://www.duluthnewstribune.com/opinion/4142665-non-endorsement-time-president-none-above",46.7866719,-92.1004852,"Duluth News Tribune/Duluth",""
237,"The Gazette","Cedar Rapids","Iowa",58000,"October 23","Hillary Clinton","Mitt Romney","http://www.thegazette.com/subject/opinion/staff-editorial/endorsement-clinton-for-president-20161023",41.9778795,-91.6656232,"The Gazette/Cedar Rapids",""
238,"Honolulu Star-Advertiser","Honolulu","Hawaii",171160,"October 23","Hillary Clinton","Barack Obama","http://www.staradvertiser.com/2016/10/23/editorial/at-long-last-elect-hillary-clinton/",21.3069444,-157.8583333,"Honolulu Star-Advertiser/Honolulu",""
239,"The Bryan-College Station Eagle","Bryan","Texas",25918,"October 23","Hillary Clinton","Mitt Romney","http://www.theeagle.com/opinion/editorials/reluctantly-the-eagle-makes-a-presidential-selection/article_f3e09237-64a8-556d-935b-450b058d9f09.html",30.6160807,-96.3817399,"The Bryan-College Station Eagle/Bryan",""
240,"The Gazette","Colorado Springs","Colorado",60933,"October 23","No endorsement","Mitt Romney","http://gazette.com/editorial-our-hope-for-the-white-house/article/1588451",38.831784,-104.8117711,"The Gazette/Colorado Springs",""
241,"The Tennessean","Nashville","Tennessee",198214,"October 23","No endorsement","Mitt Romney","http://www.tennessean.com/story/opinion/editorials/2016/10/23/we-endorse-legitimacy-us-electoral-system/92486718/",36.1626638,-86.7816016,"The Tennessean/Nashville",""
242,"The Times of Northwest Indiana","Munster","Indiana",85324,"October 23","No endorsement","Mitt Romney","http://www.nwitimes.com/news/opinion/columnists/bob-heisse/bob-heisse-tv-times-election-endorsements-rolling-out/article_c252d93b-5a36-51a3-bb5c-ea73f8569313.html",41.5644798,-87.5125412,"The Times of Northwest Indiana/Munster",""
243,"The Daily Press","Newport News","Virginia",84804,"October 23","Hillary Clinton","Mitt Romney","http://www.dailypress.com/news/dp-edt-president-endorsement-1023-20161022-story.html",37.0870821,-76.4730122,"The Daily Press/Newport News",""
244,"Antelope Valley Press","Palmdale","California",15735,"October 23","Donald Trump","Mitt Romney","http://www.avpress.com/article-detail.php?articles_id=41401467",34.562165,-118.113242,"Antelope Valley Press/Palmdale",""
245,"AM New York","New York","New York",336000,"October 24","Hillary Clinton","","http://www.amny.com/opinion/editorial/amnewyork-endorses-hillary-clinton-for-president-1.12491088",40.7535222,-73.9766297,"AM New York/New York",""
246,"Mitchell Daily Republic","Mitchell","South Dakota",9516,"October 24","No endorsement","Mitt Romney","http://www.mitchellrepublic.com/opinion/columns/4143501-opinion-time-president-none-above",43.7094283,-98.0297992,"Mitchell Daily Republic/Mitchell",""
247,"Jamestown Sun","Jamestown","North Dakota",4716,"October 24","No endorsement","Mitt Romney","http://www.jamestownsun.com/opinion/editorials/4143305-time-president-none-above",46.9105438,-98.7084357,"Jamestown Sun/Jamestown",""
248,"Daily Globe","Worthington","Minnesota",6041,"October 24","No endorsement","Mitt Romney","http://www.dglobe.com/opinion/editorials/4143873-forum-communications-co-editorial-time-president-none-above",43.6210985,-95.5941436,"Daily Globe/Worthington",""
249,"The Bemidji Pioneer","Bemidji","Minnesota",6102,"October 24","No endorsement","Mitt Romney","http://www.bemidjipioneer.com/opinion/editorial/4143438-presidential-editorial-time-president-none-above",47.447606,-94.862768,"The Bemidji Pioneer/Bemidji",""
250,"The Standard-Speaker","Hazleton","Pennsylvania",20000,"October 25","Hillary Clinton","","http://standardspeaker.com/opinion/the-case-for-clinton-1.2108217",40.9584181,-75.9746472,"The Standard-Speaker/Hazleton",""
251,"Centralia Chronicle","Centralia","Washington",14000,"October 25","No endorsement","No endorsement","http://www.chronline.com/opinion/our-views-we-don-t-pick-winners-and-losers-you/article_baa84bf4-9ad9-11e6-bd3c-8f05907381cf.html",46.719235,-122.954651,"Centralia Chronicle/Centralia",""
252,"The Tribune","San Luis Obispo","California",34320,"October 27","Hillary Clinton","No endorsement","http://www.sanluisobispo.com/opinion/editorials/article110732852.html",35.2827524,-120.6596156,"The Tribune/San Luis Obispo",""
253,"Reno Gazette-Journal","Reno","Nevada",82745,"October 27","Hillary Clinton","Mitt Romney","http://www.rgj.com/story/opinion/editorials/2016/10/27/our-view-clinton-president-united-states/92841532/",39.5296329,-119.8138027,"Reno Gazette-Journal/Reno",""
254,"The Buffalo News","Buffalo","New York",138854,"October 27","Hillary Clinton","Barack Obama","http://buffalonews.com/2016/10/27/editorial-clintons-experience-trumps-faults-leave-voters-one-realistic-choice/",42.8864468,-78.8783689,"The Buffalo News/Buffalo",""
255,"Hudson Star-Observer","Hudson","Wisconsin",7335,"October 27","No endorsement","Mitt Romney","http://www.hudsonstarobserver.com/opinion/editorials/4145335-president-none-above",44.9746896,-92.7568703,"Hudson Star-Observer/Hudson",""
256,"The Flint Journal","Flint","Michigan",62466,"October 27","Hillary Clinton","Barack Obama","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",43.0125274,-83.6874562,"The Flint Journal/Flint",""
257,"Kalamazoo Gazette","Kalamazoo","Michigan",26761,"October 27","Hillary Clinton","Barack Obama","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",42.2917069,-85.5872286,"Kalamazoo Gazette/Kalamazoo",""
258,"Muskegon Chronicle","Muskegon","Michigan",28500,"October 27","Hillary Clinton","Barack Obama","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",43.2341813,-86.2483921,"Muskegon Chronicle/Muskegon",""
259,"The Grand Rapids Press","Grand Rapids","Michigan",136000,"October 27","Hillary Clinton","Mitt Romney","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",42.9633599,-85.6680863,"The Grand Rapids Press/Grand Rapids",""
260,"Jackson Citizen Patriot","Jackson","Michigan",24300,"October 27","Hillary Clinton","Mitt Romney","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",42.245869,-84.4013462,"Jackson Citizen Patriot/Jackson",""
261,"New Braunfels Herald-Zeitung","New Braunfels","Texas",10295,"October 28","Hillary Clinton","","http://herald-zeitung.com/opinion/article_7544a546-9cad-11e6-b2f5-0f8d17fa4674.html",29.7030024,-98.1244531,"New Braunfels Herald-Zeitung/New Braunfels",""
262,"Philadelphia Daily News","Philadelphia","Pennsylvania",99103,"October 28","Hillary Clinton","Barack Obama","http://www.philly.com/philly/opinion/20161028_We_endorse_Hillary_for_president.html",39.951668,-75.154126,"Philadelphia Daily News/Philadelphia",""
263,"The Recorder","Greenfield","Massachusetts",11522,"October 28","Hillary Clinton","Barack Obama","http://www.recorder.com/editorial-clinton-endorsement-5684651",42.587915,-72.5994104,"The Recorder/Greenfield","Sanders’ brand of populist reform caught fire among many voters, and we are happy to see that Clinton has shown a willingness to respond to those voters by supporting a $15-an-hour minimum wage, seeking increased access to Medicare and opposing the Trans-Pacific Partnership trade agreement."
264,"Daily Hampshire Gazette","Northampton","Massachusetts",14975,"October 28","Hillary Clinton","Barack Obama","http://www.gazettenet.com/Editorial-endorses-Hillary-Clinton-for-president-5667239",42.3250896,-72.6412013,"Daily Hampshire Gazette/Northampton","By contrast, Clinton’s Republican opponent, Donald Trump, 70, unleashed a misogynistic, racist and xenophobic campaign the likes of which have not been seen in modern American presidential elections. Trump’s narcissistic bullying; denigration of women, ethnic and racial minorities and disabled people; unwillingness to accept the result of what he claims is a “rigged” election; and suggestion that he would throw his opponent in jail if he is elected, are character flaws that make him unfit to serve and a danger to the democracy."
265,"The News-Sentinel","Fort Wayne","Indiana",80879,"October 28","Donald Trump","Mitt Romney","http://www.news-sentinel.com/opinion/Let-s-keep-Hillary-Clinton-out-of-the-White-House",41.079273,-85.1393513,"The News-Sentinel/Fort Wayne",""
266,"The Patriot Ledger","Quincy","Massachusetts",42533,"October 29","Hillary Clinton","","http://www.patriotledger.com/opinion/20161029/our-opinion-hillary-clinton-for-president",42.2528772,-71.0022705,"The Patriot Ledger/Quincy",""
267,"Albany Times Union","Albany","New York",56493,"October 29","Hillary Clinton","Barack Obama","http://www.timesunion.com/tuplus-opinion/article/Editorial-President-Hillary-Clinton-10422449.php",42.647697,-73.754579,"Albany Times Union/Albany",""
268,"The State","Columbia","South Carolina",104218,"October 29","Hillary Clinton","No endorsement","http://www.thestate.com/opinion/editorials/article111181492.html",34.0007104,-81.0348144,"The State/Columbia",""
269,"Farmington Daily Times","Farmington","New Mexico",11103,"October 29","Hillary Clinton","","http://www.daily-times.com/story/opinion/editorials/2016/10/29/editorial-daily-times-endorses-hillary-clinton/92951150/",36.728776,-108.206883,"Farmington Daily Times/Farmington",""
270,"Detroit Free Press","Detroit","Michigan",355000,"October 30","Hillary Clinton","Barack Obama","http://www.freep.com/story/opinion/editorials/2016/10/30/free-press-endorsement-hillary-clinton-accomplished-mature-choice/92890252/",42.3300569,-83.0510303,"Detroit Free Press/Detroit",""
271,"The MetroWest Daily News","Framingham","Massachusetts",17542,"October 30","Hillary Clinton","Barack Obama","http://www.metrowestdailynews.com/opinion/20161030/editorial-hillary-clinton-for-president",42.279286,-71.4161565,"The MetroWest Daily News/Framingham",""
272,"The Milford Daily News","Milford","Massachusetts",5340,"October 30","Hillary Clinton","Barack Obama","http://www.milforddailynews.com/opinion/20161030/editorial-hillary-clinton-for-president",42.1398577,-71.5163049,"The Milford Daily News/Milford",""
273,"The Free Lance-Star","Fredericksburg","Virginia",39598,"October 30","No endorsement","Barack Obama","http://www.fredericksburg.com/opinion/editorials/editorial-for-president/article_577e23c9-ed35-5479-b1c4-063a616274ac.html",38.3031837,-77.4605399,"The Free Lance-Star/Fredericksburg",""
274,"The Dispatch / The Rock Island Argus","Moline","Illinois",45104,"October 30","No endorsement","Mitt Romney","http://www.qconline.com/editorials/editorial-for-u-s-president/article_407bd749-81cf-5ba5-ac2f-7dbaf2514ecf.html",41.5067003,-90.5151342,"The Dispatch / The Rock Island Argus/Moline",""
275,"Erie Times-News","Erie","Pennsylvania",52201,"October 30","Hillary Clinton","Barack Obama","http://www.goerie.com/opinion/20161030/our-view-clinton-should-be-nations-next-president",42.1292241,-80.085059,"Erie Times-News/Erie",""
276,"Taunton Daily Gazette","Taunton","Massachusetts",6576,"October 30","Hillary Clinton","","http://www.tauntongazette.com/opinion/20161030/our-opinion-hillary-clinton-for-president",41.900101,-71.0897674,"Taunton Daily Gazette/Taunton",""
277,"The Enterprise","Brockton","Massachusetts",23197,"October 30","Hillary Clinton","","http://www.enterprisenews.com/opinion/20161030/our-opinion-hillary-clinton-for-president",42.1031071,-71.021446,"The Enterprise/Brockton",""
278,"Bucks County Courier Times","Levittown","Pennsylviania",41173,"October 30","No endorsement","Mitt Romney","http://www.buckscountycouriertimes.com/opinion/guest/our-effort-to-help-voters-sift-through-the-noise/article_1a89829b-78de-568d-8f6a-79ab6d4de917.html",40.143943,-74.81367,"Bucks County Courier Times/Levittown",""
279,"Stamford Advocate","Stamford","Connecticut",19144,"October 30","Hillary Clinton","Barack Obama","http://www.stamfordadvocate.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.0534302,-73.5387341,"Stamford Advocate/Stamford",""
280,"Greenwich Time","Old Greenwich","Connecticut",10799,"October 30","Hillary Clinton","Barack Obama","http://www.greenwichtime.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.0232624,-73.5652049,"Greenwich Time/Old Greenwich",""
281,"The News-Times","Danbury","Connecticut",27407,"October 30","Hillary Clinton","Barack Obama","http://www.newstimes.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.394817,-73.4540111,"The News-Times/Danbury",""
282,"The Hour","Norwalk","Connecticut",23788,"October 30","Hillary Clinton","","http://www.thehour.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.13834,-73.425902,"The Hour/Norwalk",""
283,"Connecticut Post","Bridgeport","Connecticut",68497,"October 30","Hillary Clinton","","http://www.ctpost.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.2359305,-73.0356611,"Connecticut Post/Bridgeport",""
284,"The Daily Gazette","Schenectady","New York",57323,"October 30","Hillary Clinton","","http://www.dailygazette.com/news/2016/oct/30/clinton-clear-choice/",42.8142432,-73.9395687,"The Daily Gazette/Schenectady",""
285,"The Herald News","Fall River","Massachusetts",13638,"October 30","Hillary Clinton","","http://www.heraldnews.com/opinion/20161030/our-view-hillary-clinton-for-president",41.7014912,-71.1550451,"The Herald News/Fall River",""
286,"Tri-City Herald","Kennewick","Washington",35487,"October 30","Hillary Clinton","Mitt Romney","http://www.tri-cityherald.com/opinion/editorials/article111265377.html",46.2112458,-119.1372338,"Tri-City Herald/Kennewick",""
287,"Daily Reflector","Greenville","North Carolina",23051,"October 30","Donald Trump","Mitt Romney","http://www.reflector.com/Editorials/2016/10/30/America-needs-strong-leadership-from-next-president.html",35.612661,-77.3663538,"Daily Reflector/Greenville",""
288,"Sioux City Journal","Sioux City","Iowa",29861,"October 30","No endorsement","Mitt Romney","http://siouxcityjournal.com/news/opinion/editorial/our-opinion-neither-clinton-nor-trump-earns-endorsement/article_4087b224-6926-5ad6-989f-bf0409af4e9c.html",42.4999942,-96.4003069,"Sioux City Journal/Sioux City",""
289,"Albuquerque Journal","Albuquerque","New Mexico",104296,"October 30","No endorsement","Mitt Romney","https://www.abqjournal.com/878277/editorial-no-good-choice-for-president-2.html",35.1703137,-106.5871861,"Albuquerque Journal/Albuquerque",""
290,"The Lima News","Lima","Ohio",29819,"October 30","No endorsement","Mitt Romney","http://limaohio.com/news/211410/editorial-trump-or-clinton-why-or-why-not",40.742551,-84.1052256,"The Lima News/Lima",""
291,"The Republican","Springfield","Massachusetts",96206,"October 30","Hillary Clinton","Barack Obama","http://www.masslive.com/opinion/index.ssf/2016/10/the_republican_endorses_hillar.html",42.105703,-72.598063,"The Republican/Springfield",""
292,"Daily Herald","Provo","Utah",26881,"October 30","Evan McMullin","","http://www.heraldextra.com/news/opinion/herald-editorials/herald-editorial-a-vote-for-mcmullin-is-a-vote-for/article_d5f3ca37-01ec-510c-9b02-7b71593fd0ce.html",40.2338438,-111.6585337,"Daily Herald/Provo","We had the opportunity to meet with McMullin and his running mate, Mindy Finn, and came away impressed with their desire to be the face of a new conservative movement in this country. We believe their platform aligns with Utah values — including equality for all, reining in government spending, particularly entitlements, reforming the corporate tax rate, cutting excessive regulation and establishing responsible global leadership."
293,"The Gadsden Times","Gadsden","Alabama",15347,"October 30","No endorsement","No endorsement","http://www.gadsdentimes.com/news/20161030/our-view-study-issues-and-vote-accordingly",34.014264,-86.0066386,"The Gadsden Times/Gadsden",""
294,"The Beaver County Times","Beaver","Pennsylvania",27512,"October 30","Hillary Clinton","","http://www.timesonline.com/opinion/editorials/a-vote-for-experience-and-diplomacy/article_ca3e5f9a-9d18-11e6-9b78-fb09f7f9c972.html",40.6953437,-80.3047846,"The Beaver County Times/Beaver",""
295,"Baytown Sun","Baytown","Texas",10236,"October 30","No endorsement","","http://baytownsun.com/opinion/editorials/article_8493b0c0-9e95-11e6-8a46-23a097e54158.html",29.7589743,-94.9541581,"Baytown Sun/Baytown",""
296,"The Athens Messenger","Athens","Ohio",12000,"October 31","Hillary Clinton","","http://www.athensmessenger.com/comment/editorials/endorsements/article_2121c2b7-399c-5843-bc5e-8e0a0f0db9fa.html",39.3292396,-82.1012554,"The Athens Messenger/Athens",""
297,"Aiken Standard","Aiken","South Carolina",12832,"October 31","No endorsement","No endorsement","http://www.aikenstandard.com/opinion/why-the-aiken-standard-doesn-t-endorse-candidates/article_bc6e8906-9f9f-11e6-8001-3399a6bf3857.html",33.5604168,-81.7195533,"Aiken Standard/Aiken",""
298,"Ashland Daily Tidings","Ashland","Oregon",3800,"October 31","Hillary Clinton","","http://www.dailytidings.com/news/20161031/our-view-two-scary-words",42.1945758,-122.7094767,"Ashland Daily Tidings/Ashland",""
299,"The Vindicator","Youngstown","Ohio",39776,"November 1","Hillary Clinton","Barack Obama","http://www.vindy.com/news/2016/nov/01/for-president-clinton--with-much-apprehe/",41.1011155,-80.6543904,"The Vindicator/Youngstown",""
300,"The Anniston Star","Anniston","Alabama",20249,"November 1","Hillary Clinton","Barack Obama","http://www.annistonstar.com/opinion/editorials/the-u-s-needs-a-competent-leader-in-the-white/article_a1b84eca-9fbe-11e6-bafd-3b8dd7de4635.html",33.6598257,-85.8316318,"The Anniston Star/Anniston",""
